ID	PRIMER	ERROR
ERR346600.19462	IgH-fw3	0.4
ERR346600.19464	IgH-fw2	0.0
ERR346600.19459	IgH-fw6	0.0
ERR346600.19463	IgH-fw11	0.0
ERR346600.19466	IgH-fw9	0.0
ERR346600.19469	IgH-fw4	0.0
ERR346600.19470	IgH-fw3	0.0
ERR346600.19456	IgH-fw12	0.0
ERR346600.19473	IgH-fw2	0.0
ERR346600.19467	IgH-fw12	0.0
ERR346600.19465	IgH-fw16	0.0
ERR346600.19468	IgH-fw5	0.0
ERR346600.19471	IgH-fw9	0.0
ERR346600.19474	IgH-fw16	0.0
ERR346600.19477	IgH-fw9	0.0
ERR346600.19472	IgH-fw3	0.0
ERR346600.19476	IgH-fw9	0.0
ERR346600.19475	IgH-fw5	0.0
ERR346600.19480	IgH-fw11	0.0
ERR346600.19481	IgH-fw5	0.0
ERR346600.19479	IgH-fw3	0.0
ERR346600.19482	IgH-fw5	0.0
ERR346600.19484	IgH-fw5	0.0
ERR346600.19483	IgH-fw5	0.0
ERR346600.19486	IgH-fw1	0.0
ERR346600.19478	IgH-fw2	0.0
ERR346600.19487	IgH-fw5	0.0
ERR346600.19489	IgH-fw10	0.0
ERR346600.19485	IgH-fw4	0.0
ERR346600.19490	IgH-fw3	0.0
ERR346600.19488	IgH-fw6	0.0
ERR346600.19491	IgH-fw17	0.0
ERR346600.19493	IgH-fw12	0.0
ERR346600.19492	IgH-fw2	0.0
ERR346600.19496	IgH-fw12	0.050000000000000044
ERR346600.19498	IgH-fw2	0.0
ERR346600.19497	IgH-fw1	0.0
ERR346600.19503	IgH-fw12	0.0
ERR346600.19499	IgH-fw2	0.0
ERR346600.19505	IgH-fw17	0.0
ERR346600.19494	IgH-fw1	0.0
ERR346600.19501	IgH-fw6	0.0
ERR346600.19500	IgH-fw6	0.0
ERR346600.19506	IgH-fw5	0.0
ERR346600.19495	IgH-fw12	0.0
ERR346600.19502	IgH-fw11	0.0
ERR346600.19508	IgH-fw6	0.0
ERR346600.19509	IgH-fw11	0.0
ERR346600.19510	IgH-fw3	0.0
ERR346600.19507	IgH-fw3	0.0
ERR346600.19504	IgH-fw9	0.0
ERR346600.19511	IgH-fw5	0.0
ERR346600.19512	IgH-fw5	0.0
ERR346600.19513	IgH-fw11	0.0
ERR346600.19515	IgH-fw4	0.0
ERR346600.19517	IgH-fw5	0.0
ERR346600.19516	IgH-fw5	0.0
ERR346600.19514	IgH-fw12	0.0
ERR346600.19522	IgH-fw3	0.0
ERR346600.19520	IgH-fw17	0.0
ERR346600.19518	IgH-fw2	0.0
ERR346600.19519	IgH-fw10	0.0
ERR346600.19523	IgH-fw5	0.0
ERR346600.19529	IgH-fw2	0.0
ERR346600.19528	IgH-fw6	0.0
ERR346600.19521	IgH-fw10	0.0
ERR346600.19527	IgH-fw3	0.0
ERR346600.19530	IgH-fw5	0.0
ERR346600.19524	IgH-fw4	0.0
ERR346600.19526	IgH-fw2	0.0
ERR346600.19532	IgH-fw6	0.0
ERR346600.19536	IgH-fw5	0.0
ERR346600.19534	IgH-fw2	0.0
ERR346600.19533	IgH-fw9	0.0
ERR346600.19531	IgH-fw10	0.0
ERR346600.19538	IgH-fw10	0.0
ERR346600.19535	IgH-fw5	0.35
ERR346600.19542	IgH-fw2	0.0
ERR346600.19540	IgH-fw5	0.0
ERR346600.19537	IgH-fw1	0.0
ERR346600.19544	IgH-fw8	0.0
ERR346600.19546	IgH-fw5	0.0
ERR346600.19539	IgH-fw4	0.0
ERR346600.19547	IgH-fw4	0.0
ERR346600.19543	IgH-fw4	0.0
ERR346600.19545	IgH-fw10	0.0
ERR346600.19550	IgH-fw17	0.0
ERR346600.19549	IgH-fw5	0.0
ERR346600.19541	IgH-fw9	0.0
ERR346600.19548	IgH-fw9	0.0
ERR346600.19556	IgH-fw5	0.0
ERR346600.19555	IgH-fw12	0.0
ERR346600.19553	IgH-fw9	0.0
ERR346600.19551	IgH-fw3	0.0
ERR346600.19560	IgH-fw2	0.0
ERR346600.19557	IgH-fw17	0.09999999999999998
ERR346600.19559	IgH-fw2	0.0
ERR346600.19563	IgH-fw12	0.0
ERR346600.19558	IgH-fw11	0.0
ERR346600.19561	IgH-fw5	0.0
ERR346600.19564	IgH-fw11	0.0
ERR346600.19562	IgH-fw6	0.0
ERR346600.19568	IgH-fw4	0.0
ERR346600.19554	IgH-fw12	0.0
ERR346600.19567	IgH-fw6	0.0
ERR346600.19552	IgH-fw8	0.0
ERR346600.19571	IgH-fw17	0.75
ERR346600.19572	IgH-fw5	0.0
ERR346600.19565	IgH-fw10	0.0
ERR346600.19570	IgH-fw9	0.0
ERR346600.19566	IgH-fw6	0.0
ERR346600.19575	IgH-fw3	0.0
ERR346600.19569	IgH-fw2	0.0
ERR346600.19577	IgH-fw6	0.0
ERR346600.19574	IgH-fw4	0.0
ERR346600.19578	IgH-fw2	0.0
ERR346600.19576	IgH-fw2	0.0
ERR346600.19573	IgH-fw4	0.0
ERR346600.19579	IgH-fw11	0.0
ERR346600.19580	IgH-fw6	0.0
ERR346600.19581	IgH-fw2	0.0
ERR346600.19582	IgH-fw6	0.0
ERR346600.19583	IgH-fw6	0.050000000000000044
ERR346600.19585	IgH-fw6	0.0
ERR346600.19587	IgH-fw2	0.0
ERR346600.19593	IgH-fw1	0.0
ERR346600.19594	IgH-fw17	0.0
ERR346600.19584	IgH-fw1	0.0
ERR346600.19588	IgH-fw1	0.0
ERR346600.19589	IgH-fw17	0.6
ERR346600.19590	IgH-fw4	0.0
ERR346600.19586	IgH-fw5	0.0
ERR346600.19592	IgH-fw9	0.0
ERR346600.19598	IgH-fw1	0.0
ERR346600.19600	IgH-fw10	0.0
ERR346600.19596	IgH-fw5	0.0
ERR346600.19591	IgH-fw10	0.0
ERR346600.19595	IgH-fw2	0.0
ERR346600.19602	IgH-fw5	0.0
ERR346600.19597	IgH-fw1	0.0
ERR346600.19605	IgH-fw2	0.0
ERR346600.19601	IgH-fw1	0.0
ERR346600.19606	IgH-fw3	0.0
ERR346600.19604	IgH-fw6	0.0
ERR346600.19607	IgH-fw12	0.0
ERR346600.19603	IgH-fw3	0.0
ERR346600.19609	IgH-fw12	0.0
ERR346600.19610	IgH-fw6	0.0
ERR346600.19612	IgH-fw5	0.0
ERR346600.19613	IgH-fw5	0.0
ERR346600.19608	IgH-fw10	0.0
ERR346600.19611	IgH-fw12	0.0
ERR346600.19615	IgH-fw5	0.0
ERR346600.19616	IgH-fw6	0.0
ERR346600.19617	IgH-fw5	0.0
ERR346600.19621	IgH-fw10	0.0
ERR346600.19614	IgH-fw4	0.0
ERR346600.19619	IgH-fw4	0.6
ERR346600.19618	IgH-fw1	0.0
ERR346600.19622	IgH-fw6	0.0
ERR346600.19620	IgH-fw9	0.0
ERR346600.19623	IgH-fw4	0.0
ERR346600.19626	IgH-fw9	0.0
ERR346600.19628	IgH-fw4	0.0
ERR346600.19627	IgH-fw4	0.0
ERR346600.19624	IgH-fw12	0.0
ERR346600.19629	IgH-fw1	0.0
ERR346600.19632	IgH-fw17	0.0
ERR346600.19631	IgH-fw12	0.0
ERR346600.19625	IgH-fw17	0.0
ERR346600.19633	IgH-fw6	0.0
ERR346600.19630	IgH-fw2	0.0
ERR346600.19635	IgH-fw12	0.0
ERR346600.19636	IgH-fw12	0.0
ERR346600.19634	IgH-fw4	0.0
ERR346600.19639	IgH-fw6	0.0
ERR346600.19640	IgH-fw7	0.0
ERR346600.19638	IgH-fw5	0.0
ERR346600.19641	IgH-fw17	0.0
ERR346600.19643	IgH-fw6	0.050000000000000044
ERR346600.19642	IgH-fw2	0.0
ERR346600.19637	IgH-fw8	0.0
ERR346600.19648	IgH-fw5	0.0
ERR346600.19647	IgH-fw5	0.0
ERR346600.19645	IgH-fw1	0.0
ERR346600.19650	IgH-fw12	0.0
ERR346600.19644	IgH-fw6	0.0
ERR346600.19654	IgH-fw2	0.0
ERR346600.19653	IgH-fw3	0.0
ERR346600.19649	IgH-fw3	0.0
ERR346600.19651	IgH-fw3	0.0
ERR346600.19652	IgH-fw6	0.0
ERR346600.19658	IgH-fw3	0.0
ERR346600.19656	IgH-fw6	0.0
ERR346600.19657	IgH-fw1	0.0
ERR346600.19659	IgH-fw9	0.0
ERR346600.19660	IgH-fw10	0.0
ERR346600.19655	IgH-fw2	0.0
ERR346600.19661	IgH-fw5	0.0
ERR346600.19662	IgH-fw10	0.0
ERR346600.19668	IgH-fw9	0.0
ERR346600.19664	IgH-fw2	0.0
ERR346600.19670	IgH-fw12	0.0
ERR346600.19666	IgH-fw4	0.0
ERR346600.19672	IgH-fw2	0.0
ERR346600.19665	IgH-fw4	0.0
ERR346600.19669	IgH-fw1	0.0
ERR346600.19663	IgH-fw4	0.0
ERR346600.19667	IgH-fw5	0.0
ERR346600.19673	IgH-fw9	0.0
ERR346600.19678	IgH-fw4	0.0
ERR346600.19675	IgH-fw15	0.0
ERR346600.19674	IgH-fw5	0.0
ERR346600.19676	IgH-fw6	0.0
ERR346600.19677	IgH-fw15	0.0
ERR346600.19679	IgH-fw5	0.0
ERR346600.19680	IgH-fw5	0.0
ERR346600.19681	IgH-fw1	0.0
ERR346600.19683	IgH-fw1	0.0
ERR346600.19684	IgH-fw5	0.0
ERR346600.19671	IgH-fw5	0.0
ERR346600.19686	IgH-fw4	0.0
ERR346600.19687	IgH-fw3	0.0
ERR346600.19690	IgH-fw5	0.0
ERR346600.19682	IgH-fw5	0.050000000000000044
ERR346600.19685	IgH-fw9	0.0
ERR346600.19692	IgH-fw19	0.75
ERR346600.19689	IgH-fw9	0.0
ERR346600.19688	IgH-fw3	0.0
ERR346600.19700	IgH-fw4	0.0
ERR346600.19691	IgH-fw2	0.0
ERR346600.19693	IgH-fw5	0.0
ERR346600.19696	IgH-fw6	0.0
ERR346600.19699	IgH-fw2	0.0
ERR346600.19702	IgH-fw3	0.0
ERR346600.19694	IgH-fw12	0.0
ERR346600.19697	IgH-fw6	0.0
ERR346600.19695	IgH-fw6	0.0
ERR346600.19703	IgH-fw9	0.0
ERR346600.19698	IgH-fw12	0.0
ERR346600.19704	IgH-fw6	0.0
ERR346600.19705	IgH-fw9	0.0
ERR346600.19701	IgH-fw6	0.0
ERR346600.19707	IgH-fw5	0.0
ERR346600.19709	IgH-fw4	0.0
ERR346600.19708	IgH-fw5	0.0
ERR346600.19710	IgH-fw3	0.0
ERR346600.19706	IgH-fw1	0.0
ERR346600.19712	IgH-fw6	0.0
ERR346600.19713	IgH-fw1	0.0
ERR346600.19717	IgH-fw5	0.0
ERR346600.19711	IgH-fw4	0.0
ERR346600.19722	IgH-fw5	0.0
ERR346600.19715	IgH-fw5	0.0
ERR346600.19716	IgH-fw3	0.0
ERR346600.19721	IgH-fw9	0.0
ERR346600.19719	IgH-fw8	0.0
ERR346600.19714	IgH-fw7	0.050000000000000044
ERR346600.19726	IgH-fw2	0.0
ERR346600.19725	IgH-fw1	0.0
ERR346600.19718	IgH-fw2	0.0
ERR346600.19723	IgH-fw6	0.0
ERR346600.19727	IgH-fw10	0.0
ERR346600.19724	IgH-fw9	0.0
ERR346600.19720	IgH-fw2	0.0
ERR346600.19728	IgH-fw6	0.0
ERR346600.19734	IgH-fw6	0.0
ERR346600.19730	IgH-fw11	0.0
ERR346600.19731	IgH-fw6	0.0
ERR346600.19739	IgH-fw3	0.0
ERR346600.19733	IgH-fw10	0.0
ERR346600.19732	IgH-fw9	0.0
ERR346600.19740	IgH-fw6	0.0
ERR346600.19736	IgH-fw4	0.0
ERR346600.19729	IgH-fw3	0.0
ERR346600.19737	IgH-fw12	0.0
ERR346600.19735	IgH-fw4	0.0
ERR346600.19744	IgH-fw4	0.0
ERR346600.19743	IgH-fw3	0.050000000000000044
ERR346600.19745	IgH-fw2	0.0
ERR346600.19748	IgH-fw11	0.050000000000000044
ERR346600.19752	IgH-fw9	0.0
ERR346600.19738	IgH-fw12	0.0
ERR346600.19742	IgH-fw3	0.0
ERR346600.19741	IgH-fw9	0.0
ERR346600.19746	IgH-fw6	0.0
ERR346600.19755	IgH-fw1	0.0
ERR346600.19749	IgH-fw6	0.0
ERR346600.19754	IgH-fw17	0.0
ERR346600.19751	IgH-fw2	0.0
ERR346600.19747	IgH-fw1	0.0
ERR346600.19750	IgH-fw4	0.0
ERR346600.19757	IgH-fw14	0.050000000000000044
ERR346600.19758	IgH-fw4	0.0
ERR346600.19756	IgH-fw5	0.0
ERR346600.19761	IgH-fw10	0.0
ERR346600.19759	IgH-fw4	0.050000000000000044
ERR346600.19762	IgH-fw10	0.0
ERR346600.19760	IgH-fw9	0.0
ERR346600.19763	IgH-fw10	0.0
ERR346600.19765	IgH-fw9	0.0
ERR346600.19767	IgH-fw6	0.0
ERR346600.19766	IgH-fw2	0.0
ERR346600.19769	IgH-fw3	0.0
ERR346600.19770	IgH-fw8	0.0
ERR346600.19764	IgH-fw2	0.0
ERR346600.19771	IgH-fw1	0.0
ERR346600.19773	IgH-fw5	0.0
ERR346600.19772	IgH-fw5	0.0
ERR346600.19774	IgH-fw3	0.0
ERR346600.19768	IgH-fw15	0.0
ERR346600.19777	IgH-fw5	0.0
ERR346600.19775	IgH-fw6	0.0
ERR346600.19776	IgH-fw11	0.0
ERR346600.19779	IgH-fw1	0.0
ERR346600.19778	IgH-fw6	0.0
ERR346600.19782	IgH-fw2	0.0
ERR346600.19783	IgH-fw2	0.0
ERR346600.19781	IgH-fw1	0.0
ERR346600.19787	IgH-fw9	0.0
ERR346600.19780	IgH-fw4	0.050000000000000044
ERR346600.19786	IgH-fw3	0.0
ERR346600.19784	IgH-fw1	0.0
ERR346600.19788	IgH-fw5	0.0
ERR346600.19789	IgH-fw5	0.0
ERR346600.19792	IgH-fw6	0.0
ERR346600.19785	IgH-fw17	0.0
ERR346600.19795	IgH-fw17	0.0
ERR346600.19790	IgH-fw9	0.0
ERR346600.19791	IgH-fw5	0.0
ERR346600.19794	IgH-fw5	0.0
ERR346600.19797	IgH-fw12	0.0
ERR346600.19793	IgH-fw9	0.0
ERR346600.19801	IgH-fw3	0.0
ERR346600.19796	IgH-fw12	0.0
ERR346600.19800	IgH-fw6	0.0
ERR346600.19799	IgH-fw5	0.0
ERR346600.19798	IgH-fw3	0.0
ERR346600.19802	IgH-fw9	0.0
ERR346600.19805	IgH-fw8	0.0
ERR346600.19803	IgH-fw2	0.4
ERR346600.19807	IgH-fw4	0.0
ERR346600.19806	IgH-fw7	0.0
ERR346600.19809	IgH-fw3	0.0
ERR346600.19804	IgH-fw5	0.0
ERR346600.19811	IgH-fw11	0.0
ERR346600.19810	IgH-fw11	0.050000000000000044
ERR346600.19816	IgH-fw12	0.0
ERR346600.19808	IgH-fw3	0.0
ERR346600.19817	IgH-fw17	0.0
ERR346600.19813	IgH-fw10	0.0
ERR346600.19818	IgH-fw9	0.0
ERR346600.19815	IgH-fw3	0.0
ERR346600.19827	IgH-fw3	0.0
ERR346600.19819	IgH-fw6	0.0
ERR346600.19823	IgH-fw3	0.0
ERR346600.19822	IgH-fw5	0.0
ERR346600.19824	IgH-fw5	0.0
ERR346600.19821	IgH-fw9	0.0
ERR346600.19834	IgH-fw9	0.0
ERR346600.19828	IgH-fw9	0.0
ERR346600.19830	IgH-fw9	0.0
ERR346600.19826	IgH-fw2	0.0
ERR346600.19833	IgH-fw2	0.0
ERR346600.19835	IgH-fw9	0.0
ERR346600.19829	IgH-fw11	0.0
ERR346600.19840	IgH-fw9	0.0
ERR346600.19825	IgH-fw3	0.0
ERR346600.19839	IgH-fw1	0.0
ERR346600.19832	IgH-fw5	0.0
ERR346600.19838	IgH-fw9	0.75
ERR346600.19836	IgH-fw3	0.0
ERR346600.19841	IgH-fw2	0.050000000000000044
ERR346600.19831	IgH-fw3	0.0
ERR346600.19844	IgH-fw5	0.0
ERR346600.19837	IgH-fw9	0.0
ERR346600.19849	IgH-fw3	0.0
ERR346600.19843	IgH-fw9	0.6
ERR346600.19847	IgH-fw1	0.0
ERR346600.19845	IgH-fw9	0.0
ERR346600.19852	IgH-fw13	0.0
ERR346600.19842	IgH-fw1	0.050000000000000044
ERR346600.19855	IgH-fw10	0.0
ERR346600.19850	IgH-fw5	0.0
ERR346600.19848	IgH-fw6	0.050000000000000044
ERR346600.19846	IgH-fw2	0.0
ERR346600.19851	IgH-fw6	0.0
ERR346600.19856	IgH-fw2	0.0
ERR346600.19858	IgH-fw5	0.0
ERR346600.19853	IgH-fw3	0.050000000000000044
ERR346600.19861	IgH-fw17	0.0
ERR346600.19859	IgH-fw3	0.0
ERR346600.19857	IgH-fw3	0.0
ERR346600.19854	IgH-fw3	0.0
ERR346600.19862	IgH-fw5	0.0
ERR346600.19860	IgH-fw6	0.0
ERR346600.19863	IgH-fw17	0.0
ERR346600.19864	IgH-fw12	0.0
ERR346600.19867	IgH-fw5	0.0
ERR346600.19865	IgH-fw5	0.0
ERR346600.19866	IgH-fw6	0.0
ERR346600.19870	IgH-fw2	0.0
ERR346600.19868	IgH-fw5	0.0
ERR346600.19869	IgH-fw10	0.0
ERR346600.19874	IgH-fw9	0.0
ERR346600.19875	IgH-fw9	0.0
ERR346600.19873	IgH-fw17	0.0
ERR346600.19872	IgH-fw9	0.0
ERR346600.19871	IgH-fw10	0.0
ERR346600.19880	IgH-fw6	0.0
ERR346600.19876	IgH-fw5	0.0
ERR346600.19878	IgH-fw3	0.0
ERR346600.19881	IgH-fw5	0.0
ERR346600.19879	IgH-fw6	0.0
ERR346600.19877	IgH-fw12	0.0
ERR346600.19882	IgH-fw10	0.0
ERR346600.19885	IgH-fw10	0.0
ERR346600.19884	IgH-fw10	0.0
ERR346600.19887	IgH-fw2	0.0
ERR346600.19883	IgH-fw1	0.0
ERR346600.19886	IgH-fw2	0.0
ERR346600.19888	IgH-fw9	0.0
ERR346600.19892	IgH-fw6	0.0
ERR346600.19891	IgH-fw9	0.0
ERR346600.19894	IgH-fw1	0.0
ERR346600.19897	IgH-fw9	0.0
ERR346600.19889	IgH-fw4	0.0
ERR346600.19890	IgH-fw10	0.0
ERR346600.19893	IgH-fw5	0.0
ERR346600.19895	IgH-fw6	0.0
ERR346600.19898	IgH-fw12	0.0
ERR346600.19896	IgH-fw3	0.0
ERR346600.19901	IgH-fw5	0.0
ERR346600.19902	IgH-fw9	0.0
ERR346600.19904	IgH-fw6	0.0
ERR346600.19903	IgH-fw4	0.0
ERR346600.19900	IgH-fw5	0.0
ERR346600.19899	IgH-fw14	0.0
ERR346600.19906	IgH-fw19	0.7
ERR346600.19910	IgH-fw5	0.0
ERR346600.19908	IgH-fw4	0.0
ERR346600.19909	IgH-fw4	0.050000000000000044
ERR346600.19912	IgH-fw12	0.0
ERR346600.19914	IgH-fw1	0.0
ERR346600.19915	IgH-fw1	0.0
ERR346600.19911	IgH-fw2	0.0
ERR346600.19907	IgH-fw6	0.0
ERR346600.19917	IgH-fw6	0.0
ERR346600.19905	IgH-fw6	0.0
ERR346600.19918	IgH-fw5	0.0
ERR346600.19916	IgH-fw10	0.0
ERR346600.19920	IgH-fw10	0.0
ERR346600.19913	IgH-fw17	0.6
ERR346600.19919	IgH-fw11	0.0
ERR346600.19923	IgH-fw12	0.0
ERR346600.19926	IgH-fw15	0.0
ERR346600.19924	IgH-fw5	0.0
ERR346600.19922	IgH-fw3	0.0
ERR346600.19921	IgH-fw4	0.0
ERR346600.19925	IgH-fw2	0.0
ERR346600.19929	IgH-fw4	0.0
ERR346600.19927	IgH-fw3	0.0
ERR346600.19928	IgH-fw2	0.0
ERR346600.19930	IgH-fw2	0.0
ERR346600.19932	IgH-fw10	0.0
ERR346600.19933	IgH-fw11	0.0
ERR346600.19931	IgH-fw1	0.0
ERR346600.19934	IgH-fw2	0.0
ERR346600.19936	IgH-fw8	0.0
ERR346600.19937	IgH-fw5	0.0
ERR346600.19935	IgH-fw1	0.0
ERR346600.19938	IgH-fw6	0.0
ERR346600.19940	IgH-fw2	0.0
ERR346600.19939	IgH-fw6	0.0
ERR346600.19942	IgH-fw9	0.0
ERR346600.19943	IgH-fw2	0.0
ERR346600.19941	IgH-fw15	0.0
ERR346600.19948	IgH-fw6	0.0
ERR346600.19946	IgH-fw6	0.0
ERR346600.19944	IgH-fw2	0.0
ERR346600.19945	IgH-fw1	0.0
ERR346600.19949	IgH-fw9	0.0
ERR346600.19947	IgH-fw9	0.0
ERR346600.19953	IgH-fw5	0.0
ERR346600.19951	IgH-fw5	0.0
ERR346600.19950	IgH-fw9	0.0
ERR346600.19952	IgH-fw4	0.0
ERR346600.19956	IgH-fw7	0.0
ERR346600.19961	IgH-fw15	0.0
ERR346600.19954	IgH-fw2	0.0
ERR346600.19955	IgH-fw1	0.0
ERR346600.19958	IgH-fw1	0.0
ERR346600.19957	IgH-fw9	0.0
ERR346600.19962	IgH-fw5	0.0
ERR346600.19960	IgH-fw9	0.0
ERR346600.19964	IgH-fw6	0.0
ERR346600.19963	IgH-fw1	0.0
ERR346600.19968	IgH-fw9	0.0
ERR346600.19959	IgH-fw9	0.0
ERR346600.19967	IgH-fw7	0.0
ERR346600.19966	IgH-fw17	0.0
ERR346600.19969	IgH-fw8	0.0
ERR346600.19965	IgH-fw2	0.0
ERR346600.19970	IgH-fw6	0.0
ERR346600.19973	IgH-fw5	0.0
ERR346600.19976	IgH-fw3	0.0
ERR346600.19978	IgH-fw4	0.0
ERR346600.19972	IgH-fw2	0.0
ERR346600.19975	IgH-fw17	0.0
ERR346600.19974	IgH-fw3	0.0
ERR346600.19971	IgH-fw1	0.30000000000000004
ERR346600.19979	IgH-fw9	0.0
ERR346600.19983	IgH-fw3	0.0
ERR346600.19980	IgH-fw4	0.0
ERR346600.19977	IgH-fw11	0.0
ERR346600.19981	IgH-fw5	0.0
ERR346600.19985	IgH-fw3	0.0
ERR346600.19984	IgH-fw4	0.0
ERR346600.19987	IgH-fw3	0.0
ERR346600.19992	IgH-fw5	0.0
ERR346600.19982	IgH-fw4	0.0
ERR346600.19991	IgH-fw12	0.0
ERR346600.19989	IgH-fw4	0.0
ERR346600.19993	IgH-fw2	0.0
ERR346600.19988	IgH-fw11	0.0
ERR346600.19986	IgH-fw11	0.0
ERR346600.19990	IgH-fw2	0.0
ERR346600.19997	IgH-fw2	0.0
ERR346600.20000	IgH-fw3	0.0
ERR346600.20002	IgH-fw2	0.0
ERR346600.19999	IgH-fw5	0.0
ERR346600.19996	IgH-fw17	0.0
ERR346600.19994	IgH-fw4	0.0
ERR346600.20001	IgH-fw1	0.0
ERR346600.20003	IgH-fw17	0.0
ERR346600.20004	IgH-fw10	0.0
ERR346600.19995	IgH-fw9	0.0
ERR346600.20005	IgH-fw5	0.0
ERR346600.19998	IgH-fw5	0.0
ERR346600.20009	IgH-fw6	0.0
ERR346600.20006	IgH-fw6	0.0
ERR346600.20012	IgH-fw9	0.0
ERR346600.20015	IgH-fw5	0.0
ERR346600.20011	IgH-fw12	0.0
ERR346600.20008	IgH-fw3	0.0
ERR346600.20007	IgH-fw8	0.0
ERR346600.20017	IgH-fw6	0.0
ERR346600.20022	IgH-fw2	0.0
ERR346600.20014	IgH-fw6	0.0
ERR346600.20021	IgH-fw10	0.0
ERR346600.20016	IgH-fw8	0.0
ERR346600.20019	IgH-fw12	0.0
ERR346600.20023	IgH-fw6	0.050000000000000044
ERR346600.20024	IgH-fw2	0.0
ERR346600.20027	IgH-fw11	0.0
ERR346600.20020	IgH-fw3	0.0
ERR346600.20010	IgH-fw2	0.0
ERR346600.20028	IgH-fw3	0.0
ERR346600.20032	IgH-fw17	0.0
ERR346600.20031	IgH-fw3	0.050000000000000044
ERR346600.20025	IgH-fw17	0.0
ERR346600.20026	IgH-fw10	0.0
ERR346600.20037	IgH-fw12	0.0
ERR346600.20033	IgH-fw3	0.0
ERR346600.20036	IgH-fw10	0.0
ERR346600.20038	IgH-fw9	0.7
ERR346600.20041	IgH-fw8	0.7
ERR346600.20034	IgH-fw5	0.0
ERR346600.20039	IgH-fw4	0.0
ERR346600.20030	IgH-fw2	0.0
ERR346600.20040	IgH-fw11	0.0
ERR346600.20029	IgH-fw9	0.0
ERR346600.20046	IgH-fw19	0.6
ERR346600.20035	IgH-fw6	0.0
ERR346600.20043	IgH-fw6	0.0
ERR346600.20042	IgH-fw2	0.0
ERR346600.20045	IgH-fw6	0.0
ERR346600.20047	IgH-fw7	0.0
ERR346600.20044	IgH-fw2	0.0
ERR346600.20048	IgH-fw6	0.0
ERR346600.20051	IgH-fw1	0.0
ERR346600.20049	IgH-fw9	0.0
ERR346600.20054	IgH-fw10	0.0
ERR346600.20052	IgH-fw10	0.0
ERR346600.20057	IgH-fw10	0.050000000000000044
ERR346600.20058	IgH-fw7	0.0
ERR346600.20055	IgH-fw10	0.0
ERR346600.20053	IgH-fw5	0.0
ERR346600.20050	IgH-fw2	0.0
ERR346600.20062	IgH-fw12	0.0
ERR346600.20059	IgH-fw3	0.0
ERR346600.20061	IgH-fw1	0.0
ERR346600.20056	IgH-fw5	0.0
ERR346600.20063	IgH-fw5	0.0
ERR346600.20065	IgH-fw5	0.0
ERR346600.20064	IgH-fw12	0.0
ERR346600.20068	IgH-fw7	0.0
ERR346600.20067	IgH-fw17	0.0
ERR346600.20060	IgH-fw13	0.0
ERR346600.20071	IgH-fw12	0.0
ERR346600.20066	IgH-fw2	0.0
ERR346600.20074	IgH-fw6	0.0
ERR346600.20078	IgH-fw9	0.0
ERR346600.20070	IgH-fw2	0.0
ERR346600.20072	IgH-fw9	0.0
ERR346600.20079	IgH-fw2	0.0
ERR346600.20075	IgH-fw9	0.0
ERR346600.20077	IgH-fw2	0.0
ERR346600.20076	IgH-fw5	0.0
ERR346600.20073	IgH-fw4	0.0
ERR346600.20082	IgH-fw7	0.0
ERR346600.20084	IgH-fw6	0.0
ERR346600.20085	IgH-fw6	0.0
ERR346600.20080	IgH-fw6	0.0
ERR346600.20088	IgH-fw11	0.0
ERR346600.20090	IgH-fw12	0.0
ERR346600.20087	IgH-fw9	0.0
ERR346600.20092	IgH-fw9	0.0
ERR346600.20093	IgH-fw2	0.0
ERR346600.20094	IgH-fw1	0.0
ERR346600.20086	IgH-fw4	0.050000000000000044
ERR346600.20083	IgH-fw6	0.0
ERR346600.20089	IgH-fw6	0.0
ERR346600.20098	IgH-fw5	0.0
ERR346600.20091	IgH-fw3	0.0
ERR346600.20095	IgH-fw6	0.0
ERR346600.20097	IgH-fw5	0.0
ERR346600.20100	IgH-fw10	0.0
ERR346600.20099	IgH-fw7	0.0
ERR346600.20101	IgH-fw1	0.0
ERR346600.20103	IgH-fw1	0.0
ERR346600.20096	IgH-fw13	0.5
ERR346600.20106	IgH-fw11	0.0
ERR346600.20104	IgH-fw10	0.0
ERR346600.20102	IgH-fw5	0.0
ERR346600.20111	IgH-fw2	0.0
ERR346600.20105	IgH-fw17	0.75
ERR346600.20107	IgH-fw5	0.0
ERR346600.20110	IgH-fw12	0.0
ERR346600.20113	IgH-fw11	0.0
ERR346600.20109	IgH-fw3	0.0
ERR346600.20108	IgH-fw2	0.0
ERR346600.20114	IgH-fw2	0.0
ERR346600.20112	IgH-fw5	0.0
ERR346600.20116	IgH-fw5	0.0
ERR346600.20118	IgH-fw4	0.0
ERR346600.20119	IgH-fw2	0.0
ERR346600.20123	IgH-fw9	0.0
ERR346600.20124	IgH-fw3	0.0
ERR346600.20129	IgH-fw2	0.0
ERR346600.20127	IgH-fw11	0.0
ERR346600.20128	IgH-fw4	0.0
ERR346600.20126	IgH-fw1	0.0
ERR346600.20115	IgH-fw3	0.0
ERR346600.20133	IgH-fw2	0.0
ERR346600.20117	IgH-fw11	0.0
ERR346600.20131	IgH-fw2	0.0
ERR346600.20120	IgH-fw1	0.0
ERR346600.20138	IgH-fw5	0.0
ERR346600.20137	IgH-fw5	0.0
