ID	DUPCOUNT	CPRIMER	VPRIMER
ERR346600.17535	134	IgG	IgH-fw1,IgH-fw10,IgH-fw11,IgH-fw12,IgH-fw15,IgH-fw17,IgH-fw2,IgH-fw3,IgH-fw4,IgH-fw5,IgH-fw6,IgH-fw8,IgH-fw9
ERR346600.14885	20	IgG	IgH-fw17,IgH-fw2,IgH-fw3,IgH-fw4,IgH-fw5,IgH-fw6,IgH-fw9
ERR346600.24023	8	IgG	IgH-fw10,IgH-fw12,IgH-fw2,IgH-fw4,IgH-fw8,IgH-fw9
ERR346600.13189	3	IgG	IgH-fw17,IgH-fw2,IgH-fw5
ERR346600.4517	4	IgG	IgH-fw2,IgH-fw3,IgH-fw5
ERR346600.22166	2	IgG	IgH-fw10,IgH-fw5
ERR346600.5062	3	IgG	IgH-fw10,IgH-fw2,IgH-fw9
ERR346600.4876	21	IgG	IgH-fw1,IgH-fw10,IgH-fw11,IgH-fw12,IgH-fw15,IgH-fw2,IgH-fw8,IgH-fw9
ERR346600.24172	2	IgG	IgH-fw15,IgH-fw8
ERR346600.10627	2	IgG	IgH-fw5
ERR346600.8172	2	IgG	IgH-fw9
ERR346600.22230	2	IgG	IgH-fw2,IgH-fw5
ERR346600.3877	10	IgG	IgH-fw1,IgH-fw11,IgH-fw15,IgH-fw2,IgH-fw4,IgH-fw5,IgH-fw9
ERR346600.23287	10	IgG	IgH-fw10,IgH-fw4,IgH-fw5,IgH-fw6,IgH-fw9
ERR346600.9927	6	IgG	IgH-fw12,IgH-fw15,IgH-fw2,IgH-fw3,IgH-fw5,IgH-fw9
ERR346600.1885	2	IgG	IgH-fw1,IgH-fw10
ERR346600.10993	32	IgG	IgH-fw1,IgH-fw10,IgH-fw12,IgH-fw15,IgH-fw17,IgH-fw2,IgH-fw3,IgH-fw4,IgH-fw5,IgH-fw6,IgH-fw8
ERR346600.18802	5	IgG	IgH-fw11,IgH-fw2,IgH-fw6,IgH-fw9
ERR346600.24563	4	IgG	IgH-fw17,IgH-fw2,IgH-fw5
ERR346600.3340	7	IgG	IgH-fw1,IgH-fw4,IgH-fw5,IgH-fw6,IgH-fw7,IgH-fw9
ERR346600.9543	5	IgG	IgH-fw1,IgH-fw4,IgH-fw6
ERR346600.15737	2	IgG	IgH-fw2,IgH-fw6
ERR346600.1016	2	IgG	IgH-fw10,IgH-fw2
ERR346600.22622	6	IgG	IgH-fw2,IgH-fw5,IgH-fw6
ERR346600.6042	2	IgG	IgH-fw4,IgH-fw6
ERR346600.3003	9	IgG	IgH-fw10,IgH-fw11,IgH-fw12,IgH-fw3,IgH-fw9
ERR346600.19593	37	IgG	IgH-fw1,IgH-fw10,IgH-fw11,IgH-fw12,IgH-fw17,IgH-fw2,IgH-fw3,IgH-fw4,IgH-fw5,IgH-fw6,IgH-fw9
ERR346600.7147	13	IgG	IgH-fw1,IgH-fw10,IgH-fw17,IgH-fw4,IgH-fw5,IgH-fw6,IgH-fw8
ERR346600.13210	16	IgG	IgH-fw1,IgH-fw15,IgH-fw17,IgH-fw2,IgH-fw3,IgH-fw4,IgH-fw5,IgH-fw6,IgH-fw9
ERR346600.3591	2	IgG	IgH-fw10,IgH-fw3
ERR346600.20871	3	IgG	IgH-fw3,IgH-fw4,IgH-fw5
ERR346600.2086	2	IgG	IgH-fw2,IgH-fw6
ERR346600.14261	2	IgG	IgH-fw10,IgH-fw5
ERR346600.10765	2	IgG	IgH-fw1,IgH-fw5
ERR346600.10579	2	IgG	IgH-fw12,IgH-fw2
ERR346600.14905	25	IgG	IgH-fw1,IgH-fw10,IgH-fw12,IgH-fw17,IgH-fw3,IgH-fw4,IgH-fw5,IgH-fw6,IgH-fw9
ERR346600.10274	14	IgG	IgH-fw1,IgH-fw10,IgH-fw11,IgH-fw15,IgH-fw17,IgH-fw2,IgH-fw5,IgH-fw6
ERR346600.11242	3	IgG	IgH-fw4,IgH-fw5
ERR346600.12157	2	IgG	IgH-fw1,IgH-fw11
ERR346600.2589	4	IgG	IgH-fw2,IgH-fw5,IgH-fw6
ERR346600.12206	28	IgG	IgH-fw1,IgH-fw10,IgH-fw11,IgH-fw15,IgH-fw17,IgH-fw2,IgH-fw3,IgH-fw4,IgH-fw5,IgH-fw6,IgH-fw7,IgH-fw8,IgH-fw9
ERR346600.8661	2	IgG	IgH-fw10,IgH-fw12
ERR346600.871	6	IgG	IgH-fw1,IgH-fw11,IgH-fw2,IgH-fw9
ERR346600.16376	2	IgG	IgH-fw12,IgH-fw9
ERR346600.20691	8	IgG	IgH-fw1,IgH-fw10,IgH-fw11,IgH-fw3,IgH-fw6
ERR346600.17055	11	IgG	IgH-fw1,IgH-fw12,IgH-fw14,IgH-fw2,IgH-fw3,IgH-fw4,IgH-fw6,IgH-fw9
ERR346600.8867	26	IgG	IgH-fw1,IgH-fw10,IgH-fw11,IgH-fw2,IgH-fw3,IgH-fw4,IgH-fw5,IgH-fw6,IgH-fw9
ERR346600.6984	2	IgG	IgH-fw15,IgH-fw8
ERR346600.4368	11	IgG	IgH-fw1,IgH-fw10,IgH-fw17,IgH-fw2,IgH-fw3,IgH-fw4,IgH-fw5
ERR346600.734	5	IgG	IgH-fw2,IgH-fw5,IgH-fw6,IgH-fw9
ERR346600.20539	2	IgG	IgH-fw3,IgH-fw9
ERR346600.24282	2	IgG	IgH-fw3
ERR346600.11146	7	IgG	IgH-fw10,IgH-fw15,IgH-fw3,IgH-fw9
ERR346600.17295	6	IgG	IgH-fw1,IgH-fw10,IgH-fw2,IgH-fw5,IgH-fw6
ERR346600.3331	2	IgG	IgH-fw1,IgH-fw4
ERR346600.7788	2	IgG	IgH-fw10,IgH-fw3
ERR346600.16060	2	IgG	IgH-fw1
ERR346600.13742	10	IgG	IgH-fw1,IgH-fw10,IgH-fw12,IgH-fw17,IgH-fw4,IgH-fw5,IgH-fw6,IgH-fw7
ERR346600.7330	16	IgG	IgH-fw1,IgH-fw17,IgH-fw2,IgH-fw3,IgH-fw4,IgH-fw5,IgH-fw6,IgH-fw9
ERR346600.10007	2	IgG	IgH-fw4,IgH-fw7
ERR346600.21682	16	IgG	IgH-fw1,IgH-fw10,IgH-fw11,IgH-fw12,IgH-fw2,IgH-fw3,IgH-fw8,IgH-fw9
ERR346600.14620	14	IgG	IgH-fw1,IgH-fw12,IgH-fw2,IgH-fw3,IgH-fw4,IgH-fw5,IgH-fw6,IgH-fw7,IgH-fw9
ERR346600.9580	6	IgG	IgH-fw1,IgH-fw10,IgH-fw11,IgH-fw2,IgH-fw5
ERR346600.2745	3	IgG	IgH-fw5,IgH-fw6,IgH-fw7
ERR346600.7702	3	IgG	IgH-fw2,IgH-fw6
ERR346600.7605	6	IgG	IgH-fw12,IgH-fw2,IgH-fw4,IgH-fw5
ERR346600.8353	5	IgG	IgH-fw12,IgH-fw2,IgH-fw4
ERR346600.11313	5	IgG	IgH-fw3,IgH-fw4,IgH-fw5
ERR346600.3359	5	IgG	IgH-fw10,IgH-fw12,IgH-fw13,IgH-fw2,IgH-fw3
ERR346600.12616	53	IgG	IgH-fw1,IgH-fw10,IgH-fw12,IgH-fw15,IgH-fw17,IgH-fw2,IgH-fw3,IgH-fw4,IgH-fw5,IgH-fw6,IgH-fw7,IgH-fw9
ERR346600.6019	13	IgG	IgH-fw1,IgH-fw11,IgH-fw12,IgH-fw15,IgH-fw2,IgH-fw3,IgH-fw6,IgH-fw9
ERR346600.22413	10	IgG	IgH-fw1,IgH-fw10,IgH-fw2,IgH-fw3,IgH-fw6,IgH-fw8
ERR346600.9678	8	IgG	IgH-fw2,IgH-fw5,IgH-fw6,IgH-fw9
ERR346600.7595	2	IgG	IgH-fw17,IgH-fw9
ERR346600.9612	14	IgG	IgH-fw1,IgH-fw10,IgH-fw11,IgH-fw12,IgH-fw5,IgH-fw9
ERR346600.13727	3	IgG	IgH-fw12,IgH-fw2
ERR346600.15623	2	IgG	IgH-fw6
ERR346600.1803	4	IgG	IgH-fw3,IgH-fw6,IgH-fw7
ERR346600.21516	17	IgG	IgH-fw1,IgH-fw10,IgH-fw12,IgH-fw17,IgH-fw2,IgH-fw3,IgH-fw4,IgH-fw6,IgH-fw7
ERR346600.24109	3	IgG	IgH-fw17,IgH-fw2
ERR346600.20117	5	IgG	IgH-fw10,IgH-fw11,IgH-fw5,IgH-fw9
ERR346600.20073	7	IgG	IgH-fw10,IgH-fw12,IgH-fw4,IgH-fw6
ERR346600.10166	4	IgG	IgH-fw10,IgH-fw4,IgH-fw6,IgH-fw9
ERR346600.4565	21	IgG	IgH-fw1,IgH-fw10,IgH-fw17,IgH-fw2,IgH-fw3,IgH-fw4,IgH-fw5,IgH-fw6,IgH-fw8,IgH-fw9
ERR346600.6127	10	IgG	IgH-fw1,IgH-fw12,IgH-fw15,IgH-fw2,IgH-fw4,IgH-fw6,IgH-fw9
ERR346600.15740	23	IgG	IgH-fw1,IgH-fw10,IgH-fw12,IgH-fw17,IgH-fw2,IgH-fw3,IgH-fw4,IgH-fw5,IgH-fw6
ERR346600.5920	61	IgG	IgH-fw1,IgH-fw10,IgH-fw11,IgH-fw12,IgH-fw17,IgH-fw2,IgH-fw3,IgH-fw4,IgH-fw5,IgH-fw6,IgH-fw7
ERR346600.19625	3	IgG	IgH-fw11,IgH-fw17,IgH-fw6
ERR346600.15836	2	IgG	IgH-fw5,IgH-fw6
ERR346600.13466	10	IgG	IgH-fw1,IgH-fw10,IgH-fw11,IgH-fw12,IgH-fw8,IgH-fw9
ERR346600.23154	6	IgG	IgH-fw1,IgH-fw17,IgH-fw5,IgH-fw6
ERR346600.19208	5	IgG	IgH-fw1,IgH-fw2,IgH-fw6
ERR346600.13246	3	IgG	IgH-fw2,IgH-fw4,IgH-fw5
ERR346600.2808	10	IgG	IgH-fw1,IgH-fw11,IgH-fw2,IgH-fw3,IgH-fw5,IgH-fw6,IgH-fw9
ERR346600.11655	8	IgG	IgH-fw11,IgH-fw3,IgH-fw5,IgH-fw6,IgH-fw8,IgH-fw9
ERR346600.14089	2	IgG	IgH-fw3,IgH-fw5
ERR346600.6898	2	IgG	IgH-fw5,IgH-fw6
ERR346600.18154	4	IgG	IgH-fw11,IgH-fw2,IgH-fw5
ERR346600.12431	2	IgG	IgH-fw4,IgH-fw5
ERR346600.3673	5	IgG	IgH-fw1,IgH-fw12,IgH-fw3,IgH-fw5,IgH-fw9
ERR346600.12812	2	IgG	IgH-fw11,IgH-fw3
ERR346600.3937	2	IgG	IgH-fw17,IgH-fw2
ERR346600.20615	2	IgG	IgH-fw5,IgH-fw6
ERR346600.12950	2	IgG	IgH-fw5,IgH-fw6
ERR346600.24621	2	IgG	IgH-fw3,IgH-fw9
ERR346600.4420	3	IgG	IgH-fw1,IgH-fw5
ERR346600.10086	7	IgG	IgH-fw12,IgH-fw17,IgH-fw3,IgH-fw4,IgH-fw5,IgH-fw6,IgH-fw9
ERR346600.10029	11	IgG	IgH-fw10,IgH-fw11,IgH-fw12,IgH-fw3,IgH-fw4,IgH-fw5,IgH-fw9
ERR346600.9500	2	IgG	IgH-fw4,IgH-fw5
ERR346600.20999	26	IgG	IgH-fw1,IgH-fw10,IgH-fw12,IgH-fw2,IgH-fw3,IgH-fw4,IgH-fw5,IgH-fw6
ERR346600.13415	15	IgG	IgH-fw10,IgH-fw11,IgH-fw17,IgH-fw2,IgH-fw3,IgH-fw4,IgH-fw5,IgH-fw6,IgH-fw9
ERR346600.21291	27	IgG	IgH-fw1,IgH-fw10,IgH-fw11,IgH-fw12,IgH-fw15,IgH-fw2,IgH-fw3,IgH-fw8,IgH-fw9
ERR346600.11167	2	IgG	IgH-fw1,IgH-fw5
ERR346600.20072	2	IgG	IgH-fw11,IgH-fw9
ERR346600.2312	8	IgG	IgH-fw1,IgH-fw10,IgH-fw3,IgH-fw4,IgH-fw6,IgH-fw9
ERR346600.2918	2	IgG	IgH-fw15,IgH-fw2
ERR346600.24554	45	IgG	IgH-fw1,IgH-fw10,IgH-fw11,IgH-fw17,IgH-fw2,IgH-fw3,IgH-fw4,IgH-fw5,IgH-fw6,IgH-fw7
ERR346600.15291	5	IgG	IgH-fw1,IgH-fw10,IgH-fw12
ERR346600.1308	3	IgG	IgH-fw4,IgH-fw5,IgH-fw9
ERR346600.22271	21	IgG	IgH-fw11,IgH-fw17,IgH-fw2,IgH-fw3,IgH-fw4,IgH-fw5,IgH-fw6,IgH-fw7,IgH-fw9
ERR346600.9775	2	IgG	IgH-fw2,IgH-fw3
ERR346600.10087	2	IgG	IgH-fw6
ERR346600.19994	18	IgG	IgH-fw1,IgH-fw17,IgH-fw2,IgH-fw4,IgH-fw5,IgH-fw6,IgH-fw7,IgH-fw9
ERR346600.11828	2	IgG	IgH-fw1,IgH-fw11
ERR346600.16749	3	IgG	IgH-fw10,IgH-fw2,IgH-fw3
ERR346600.23548	2	IgG	IgH-fw2,IgH-fw8
ERR346600.2058	2	IgG	IgH-fw17,IgH-fw5
ERR346600.264	2	IgG	IgH-fw2,IgH-fw3
ERR346600.20181	4	IgG	IgH-fw2,IgH-fw3,IgH-fw6
ERR346600.12604	2	IgG	IgH-fw4
ERR346600.1618	2	IgG	IgH-fw1,IgH-fw3
ERR346600.16415	4	IgG	IgH-fw1,IgH-fw3,IgH-fw4
ERR346600.22538	10	IgG	IgH-fw2,IgH-fw3,IgH-fw5,IgH-fw6,IgH-fw9
ERR346600.1265	2	IgG	IgH-fw2,IgH-fw6
ERR346600.17447	8	IgG	IgH-fw10,IgH-fw11,IgH-fw3,IgH-fw5,IgH-fw9
ERR346600.12099	29	IgG	IgH-fw1,IgH-fw11,IgH-fw15,IgH-fw17,IgH-fw2,IgH-fw3,IgH-fw4,IgH-fw5,IgH-fw6,IgH-fw9
ERR346600.24752	7	IgG	IgH-fw10,IgH-fw2,IgH-fw4,IgH-fw5,IgH-fw6
ERR346600.16455	8	IgG	IgH-fw1,IgH-fw10,IgH-fw12,IgH-fw2,IgH-fw3,IgH-fw6
ERR346600.5082	8	IgG	IgH-fw10,IgH-fw11,IgH-fw8,IgH-fw9
ERR346600.391	12	IgG	IgH-fw15,IgH-fw2,IgH-fw3,IgH-fw4,IgH-fw5,IgH-fw6,IgH-fw9
ERR346600.3350	6	IgG	IgH-fw11,IgH-fw12,IgH-fw5,IgH-fw6,IgH-fw9
ERR346600.23623	2	IgG	IgH-fw4
ERR346600.23680	2	IgG	IgH-fw11,IgH-fw9
ERR346600.7185	18	IgG	IgH-fw1,IgH-fw10,IgH-fw11,IgH-fw2,IgH-fw4,IgH-fw5,IgH-fw6,IgH-fw9
ERR346600.4788	2	IgG	IgH-fw1,IgH-fw4
ERR346600.22189	19	IgG	IgH-fw1,IgH-fw10,IgH-fw11,IgH-fw12,IgH-fw17,IgH-fw2,IgH-fw3,IgH-fw4,IgH-fw5,IgH-fw6
ERR346600.6936	3	IgG	IgH-fw10,IgH-fw11,IgH-fw5
ERR346600.21924	2	IgG	IgH-fw10,IgH-fw6
ERR346600.17920	14	IgG	IgH-fw1,IgH-fw10,IgH-fw17,IgH-fw2,IgH-fw4,IgH-fw5,IgH-fw6,IgH-fw9
ERR346600.17098	11	IgG	IgH-fw10,IgH-fw11,IgH-fw12,IgH-fw15,IgH-fw8,IgH-fw9
ERR346600.20267	12	IgG	IgH-fw1,IgH-fw10,IgH-fw17,IgH-fw4,IgH-fw5,IgH-fw6,IgH-fw7,IgH-fw9
ERR346600.448	8	IgG	IgH-fw1,IgH-fw17,IgH-fw2,IgH-fw4,IgH-fw6,IgH-fw8
ERR346600.17615	5	IgG	IgH-fw10,IgH-fw11,IgH-fw3,IgH-fw8
ERR346600.17671	2	IgG	IgH-fw5,IgH-fw9
ERR346600.23339	13	IgG	IgH-fw10,IgH-fw11,IgH-fw12,IgH-fw3,IgH-fw9
ERR346600.442	9	IgG	IgH-fw1,IgH-fw11,IgH-fw17,IgH-fw2,IgH-fw3,IgH-fw4,IgH-fw5
ERR346600.9888	38	IgG	IgH-fw1,IgH-fw10,IgH-fw12,IgH-fw17,IgH-fw2,IgH-fw3,IgH-fw4,IgH-fw5,IgH-fw6,IgH-fw9
ERR346600.7346	56	IgG	IgH-fw1,IgH-fw10,IgH-fw11,IgH-fw12,IgH-fw2,IgH-fw3,IgH-fw4,IgH-fw5,IgH-fw6,IgH-fw7,IgH-fw8,IgH-fw9
ERR346600.7360	9	IgG	IgH-fw10,IgH-fw2,IgH-fw3,IgH-fw4,IgH-fw5,IgH-fw9
ERR346600.7400	2	IgG	IgH-fw4,IgH-fw5
ERR346600.17962	2	IgG	IgH-fw4,IgH-fw5
ERR346600.23656	7	IgG	IgH-fw10,IgH-fw17,IgH-fw2,IgH-fw9
ERR346600.1724	2	IgG	IgH-fw14,IgH-fw4
ERR346600.23801	15	IgG	IgH-fw10,IgH-fw15,IgH-fw17,IgH-fw2,IgH-fw3,IgH-fw5,IgH-fw6,IgH-fw8
ERR346600.4864	2	IgG	IgH-fw10,IgH-fw3
ERR346600.10104	2	IgG	IgH-fw6,IgH-fw9
ERR346600.10155	5	IgG	IgH-fw1,IgH-fw2,IgH-fw6
ERR346600.17877	8	IgG	IgH-fw2,IgH-fw3,IgH-fw4,IgH-fw5,IgH-fw6
ERR346600.10206	11	IgG	IgH-fw10,IgH-fw11,IgH-fw12,IgH-fw3
ERR346600.20719	3	IgG	IgH-fw17,IgH-fw3,IgH-fw9
ERR346600.13826	22	IgG	IgH-fw1,IgH-fw10,IgH-fw11,IgH-fw15,IgH-fw17,IgH-fw2,IgH-fw3,IgH-fw4,IgH-fw5,IgH-fw9
ERR346600.11529	12	IgG	IgH-fw10,IgH-fw11,IgH-fw2,IgH-fw3,IgH-fw4,IgH-fw5,IgH-fw8,IgH-fw9
ERR346600.8009	27	IgG	IgH-fw10,IgH-fw17,IgH-fw2,IgH-fw3,IgH-fw4,IgH-fw5,IgH-fw6,IgH-fw7,IgH-fw9
ERR346600.22101	2	IgG	IgH-fw2
ERR346600.1713	2	IgG	IgH-fw5,IgH-fw6
ERR346600.8893	13	IgG	IgH-fw17,IgH-fw2,IgH-fw3,IgH-fw4,IgH-fw5,IgH-fw6,IgH-fw9
ERR346600.16832	2	IgG	IgH-fw11,IgH-fw9
ERR346600.11415	23	IgG	IgH-fw12,IgH-fw17,IgH-fw2,IgH-fw3,IgH-fw4,IgH-fw5,IgH-fw6
ERR346600.10583	83	IgG	IgH-fw1,IgH-fw10,IgH-fw11,IgH-fw12,IgH-fw15,IgH-fw17,IgH-fw2,IgH-fw3,IgH-fw4,IgH-fw5,IgH-fw6,IgH-fw7,IgH-fw8,IgH-fw9
ERR346600.13720	3	IgG	IgH-fw10,IgH-fw9
ERR346600.7959	9	IgG	IgH-fw1,IgH-fw10,IgH-fw11,IgH-fw3,IgH-fw8,IgH-fw9
ERR346600.11451	3	IgG	IgH-fw17,IgH-fw5,IgH-fw6
ERR346600.14402	6	IgG	IgH-fw17,IgH-fw2,IgH-fw4,IgH-fw5,IgH-fw6
ERR346600.19212	2	IgG	IgH-fw4
ERR346600.4293	19	IgG	IgH-fw1,IgH-fw10,IgH-fw11,IgH-fw12,IgH-fw13,IgH-fw15,IgH-fw17,IgH-fw2,IgH-fw4,IgH-fw8,IgH-fw9
ERR346600.23948	2	IgG	IgH-fw10,IgH-fw2
ERR346600.20733	11	IgG	IgH-fw1,IgH-fw12,IgH-fw17,IgH-fw2,IgH-fw5,IgH-fw6,IgH-fw7
ERR346600.24657	19	IgG	IgH-fw1,IgH-fw10,IgH-fw11,IgH-fw12,IgH-fw14,IgH-fw2,IgH-fw3,IgH-fw5,IgH-fw6,IgH-fw8,IgH-fw9
ERR346600.16848	11	IgG	IgH-fw1,IgH-fw10,IgH-fw3,IgH-fw6,IgH-fw9
ERR346600.4820	8	IgG	IgH-fw1,IgH-fw11,IgH-fw17,IgH-fw3,IgH-fw6,IgH-fw8
ERR346600.10654	2	IgG	IgH-fw2,IgH-fw4
ERR346600.15026	4	IgG	IgH-fw2,IgH-fw5,IgH-fw6
ERR346600.16075	3	IgG	IgH-fw10,IgH-fw12,IgH-fw2
ERR346600.9637	2	IgG	IgH-fw10,IgH-fw12
ERR346600.918	2	IgG	IgH-fw10,IgH-fw12
ERR346600.13890	40	IgG	IgH-fw1,IgH-fw10,IgH-fw12,IgH-fw17,IgH-fw2,IgH-fw3,IgH-fw4,IgH-fw5,IgH-fw6
ERR346600.23893	9	IgG	IgH-fw1,IgH-fw10,IgH-fw2,IgH-fw3,IgH-fw4,IgH-fw5
ERR346600.21862	10	IgG	IgH-fw10,IgH-fw12,IgH-fw2,IgH-fw3,IgH-fw4,IgH-fw5,IgH-fw6,IgH-fw9
ERR346600.22193	4	IgG	IgH-fw1,IgH-fw10,IgH-fw11
ERR346600.3715	49	IgG	IgH-fw1,IgH-fw10,IgH-fw11,IgH-fw12,IgH-fw14,IgH-fw15,IgH-fw17,IgH-fw2,IgH-fw3,IgH-fw4,IgH-fw5,IgH-fw6,IgH-fw7,IgH-fw8,IgH-fw9
ERR346600.9141	2	IgG	IgH-fw2,IgH-fw4
ERR346600.12681	8	IgG	IgH-fw1,IgH-fw2,IgH-fw4,IgH-fw5
ERR346600.24640	3	IgG	IgH-fw10,IgH-fw9
ERR346600.19030	5	IgG	IgH-fw1,IgH-fw12,IgH-fw2,IgH-fw5
ERR346600.10070	3	IgG	IgH-fw10,IgH-fw12,IgH-fw5
ERR346600.5548	3	IgG	IgH-fw4,IgH-fw5
ERR346600.23850	35	IgG	IgH-fw1,IgH-fw12,IgH-fw17,IgH-fw2,IgH-fw3,IgH-fw4,IgH-fw5,IgH-fw6,IgH-fw9
ERR346600.2160	9	IgG	IgH-fw10,IgH-fw11,IgH-fw8,IgH-fw9
ERR346600.23208	85	IgG	IgH-fw1,IgH-fw10,IgH-fw11,IgH-fw12,IgH-fw13,IgH-fw14,IgH-fw15,IgH-fw3,IgH-fw8,IgH-fw9
ERR346600.13848	3	IgG	IgH-fw17,IgH-fw3,IgH-fw9
ERR346600.17234	2	IgG	IgH-fw2,IgH-fw7
ERR346600.23841	35	IgG	IgH-fw1,IgH-fw10,IgH-fw11,IgH-fw17,IgH-fw2,IgH-fw3,IgH-fw4,IgH-fw5,IgH-fw6,IgH-fw8
ERR346600.6966	4	IgG	IgH-fw3,IgH-fw4,IgH-fw5,IgH-fw9
ERR346600.13221	2	IgG	IgH-fw10,IgH-fw6
ERR346600.9366	2	IgG	IgH-fw3,IgH-fw5
ERR346600.7060	7	IgG	IgH-fw1,IgH-fw10,IgH-fw2,IgH-fw3,IgH-fw4,IgH-fw6
ERR346600.16742	2	IgG	IgH-fw3,IgH-fw9
ERR346600.3883	65	IgG	IgH-fw1,IgH-fw10,IgH-fw12,IgH-fw15,IgH-fw17,IgH-fw2,IgH-fw3,IgH-fw4,IgH-fw5,IgH-fw6,IgH-fw7,IgH-fw9
ERR346600.3376	2	IgG	IgH-fw1,IgH-fw7
ERR346600.13194	6	IgG	IgH-fw1,IgH-fw2,IgH-fw3,IgH-fw4,IgH-fw6
ERR346600.5928	13	IgG	IgH-fw1,IgH-fw10,IgH-fw12,IgH-fw2,IgH-fw3,IgH-fw4,IgH-fw5,IgH-fw6,IgH-fw9
ERR346600.10238	8	IgG	IgH-fw12,IgH-fw17,IgH-fw2,IgH-fw3,IgH-fw5,IgH-fw6
ERR346600.16109	2	IgG	IgH-fw2,IgH-fw4
ERR346600.9753	49	IgG	IgH-fw1,IgH-fw10,IgH-fw11,IgH-fw12,IgH-fw17,IgH-fw2,IgH-fw3,IgH-fw4,IgH-fw5,IgH-fw6,IgH-fw7,IgH-fw9
ERR346600.13165	2	IgG	IgH-fw12,IgH-fw6
ERR346600.20044	2	IgG	IgH-fw2
ERR346600.1192	3	IgG	IgH-fw3,IgH-fw9
ERR346600.19788	2	IgG	IgH-fw5,IgH-fw6
ERR346600.15687	2	IgG	IgH-fw10,IgH-fw11
ERR346600.5168	7	IgG	IgH-fw12,IgH-fw3,IgH-fw5,IgH-fw6,IgH-fw7,IgH-fw9
ERR346600.15371	3	IgG	IgH-fw3,IgH-fw6
ERR346600.24970	4	IgG	IgH-fw17,IgH-fw6,IgH-fw9
ERR346600.22106	2	IgG	IgH-fw2
ERR346600.8879	2	IgG	IgH-fw4,IgH-fw6
ERR346600.23681	2	IgG	IgH-fw1,IgH-fw11
ERR346600.19231	16	IgG	IgH-fw1,IgH-fw17,IgH-fw2,IgH-fw3,IgH-fw4,IgH-fw5,IgH-fw6
ERR346600.9324	9	IgG	IgH-fw1,IgH-fw10,IgH-fw11,IgH-fw3,IgH-fw8
ERR346600.23870	2	IgG	IgH-fw10,IgH-fw3
ERR346600.17371	51	IgG	IgH-fw1,IgH-fw10,IgH-fw11,IgH-fw12,IgH-fw15,IgH-fw17,IgH-fw2,IgH-fw3,IgH-fw4,IgH-fw5,IgH-fw6,IgH-fw7,IgH-fw9
ERR346600.7249	269	IgG	IgH-fw1,IgH-fw10,IgH-fw11,IgH-fw12,IgH-fw15,IgH-fw17,IgH-fw2,IgH-fw3,IgH-fw4,IgH-fw5,IgH-fw6,IgH-fw7,IgH-fw9
ERR346600.10710	68	IgG	IgH-fw1,IgH-fw10,IgH-fw11,IgH-fw12,IgH-fw14,IgH-fw17,IgH-fw2,IgH-fw3,IgH-fw4,IgH-fw5,IgH-fw6,IgH-fw7,IgH-fw8,IgH-fw9
ERR346600.7914	6	IgG	IgH-fw10,IgH-fw15,IgH-fw8,IgH-fw9
ERR346600.4779	2	IgG	IgH-fw6,IgH-fw9
ERR346600.12882	2	IgG	IgH-fw12,IgH-fw3
